English Word,Part of Speech,Odia Translation
 tenderly            ,                ,                  
 milk                , Noun           , ପାଲ୍‌              
 milk teeth          , Noun           , ପାଲ୍‌ ପାଲ୍‌ କ୍‌      
 milk tooth          , Noun           , ଲେନ୍ତା ପାଲ୍‌ କ୍‌     
 milk way            , Noun           , ସୁକାର ବିଡ଼ାମ୍‌      
 mill                , Noun           , AR               
 millipede           , Noun           , ତେରେଲ ପେତେ          
 mind                , Noun           ," ବୁଝି, ମାନ୍‌, ଆଲ୍‌ ପ୍‌, ଜୀଓା "
 mine                , Pronoun        , ନାଓାଁକୁ            
 miner               , Noun           ," କାଲ୍‌ କ୍‌ ଡେୱାନ୍‌, କୂଲିନୋର୍‌ "
 minerals            , Noun           ," ବୂମ୍‌ @@6a, ମାନ୍ଦାନାଦ୍‌ କାଲ୍‌ କ୍‌, ରାୟ୍‌, ଓୱାର୍‌ "
 minimum             , Adjective      , କାମ୍‌             
 minister            , Noun           ," AG, ନେତା          "
 minnow              , Noun           , କାଙ୍କା କୀକେ       
 minor               , Adjective      ," କାମ୍‌ ଓାୟ୍‌ ସ୍‌, ନାରୂର୍‌ "
 minute              , Noun           , ନିମିସା           
 minutely            , Adverb         ," ଜେୟ୍‌ ୟା ସାୟା, ଉଡ଼ାନାଦ୍‌ "
 miracle             , Noun           ," ଉଡ଼ି ସେଦ୍‌ ଞେଦା, ଆଦାନାଦ୍‌, ଦାଦ୍‌, ରେଲାନ, ମେଲ୍‌ ତା ପାଡ଼ିୟ୍‌ "
 mirror              , Noun           , ଆଦାମ୍‌            
 misappropriation    , Noun           ," ବୋଲିସିଭଦାନାଦ୍‌, ଓୋ ଦାନାଦ୍‌ "
 miscarriage         , Noun           ," ପିଲ୍‌ ଲା ଡଙ୍କା ତା, ଡକାତା କାର୍‌ ପଘିଁ ଆନ୍ଦାନାଦ୍‌ "
" mischief ,trick ", Noun , ଉପ୍‌ ପାନାଦ୍‌ 
 mischief (of children) , Noun , AP ତୁଙ୍ଗାନାଦ୍‌ 
 miserable life , Adjective , @I@IF ତ୍‌ ଜୀୱାମ୍‌ 
 miserly person , Adjective ," OG P14, GIG AIR ଶ୍‌ "
 misery , Noun , GAIN 
 misfortune , Noun , କାରାବ୍‌ ଆଡୁଷ୍ଟାମ୍‌ 
" mishap,accident,casualty ", Noun ," ସାଟ୍‌ କେ ଦେବା ,କାଷ୍ଟାମ୍‌ ।ତିପାଲ୍‌ ତାଗାଲ୍‌ ନାଦ୍‌ "
" mislead,misguide ", Verb , ମାପିଦାନାଦ୍‌ 
" mist,haze ", Noun , ମୁଡ଼େମ୍‌ 
 mistake , Noun ," ନେରାମ୍‌,ତାପ୍‌ ପୁ "
 mistress , Noun , 6RIGI ମେଲ୍‌ ତା ନାଟାଡ଼୍‌ 
" mix the water,stirred up ", Verb , କେଲ୍‌ କାନାଦ୍‌ 
 mix up(dis order) , Noun , @@ ମନ୍ଦି କାଲ୍‌ ପାନାଦ୍‌ 
 mixing , Verb , କାଲପି 
 mock , Verb ," AER କାନାଦ୍‌,ନାଟ୍‌ କା ଆଦାନାଦ୍‌ "
 mockery , Noun , CAAA 
 mockingly , Adverb , ମିଡୁକୋରେ 
 modern days , Adjective , ଇଂଜେଟ୍‌ କାଲାମ୍‌ 
 modesty , Noun , ନେମ୍‌ MI 
 molar tooth , Noun , ଗାୱ୍‌ ଗା ଆତିୟା ପାଲ୍‌ 
 mole , Noun ," ଆନା ସୁକା ,ଆନାଲ୍‌ ଇଟ୍‌ CAI "
 moment , Noun , ସାମାୟାମ୍‌ 
 Monday , Noun , ସୋମ୍‌ ଏାଁରାମ୍‌ 
 money , Noun , ଡାବ୍‌ କୁ 
 money paisa , Noun , ଡାବ୍‌ ପାଇସା 
 money purse , Noun , ମୁନା ସାଞ୍ଚ୍‌ 
 moneylender , Noun , ଡାବ୍‌ କ୍‌ ବାକି ଭଦାନୋର୍‌ 
 mongoose , Noun , ବେଣ୍ଟ୍‌ ଉପେ 
 monitor lizard , Noun , ନେଇନଞ୍ଜା 
 monkey , Noun , 8 
 monkey chatters , Noun , 1& ହୁମ୍‌ HE ଇଞ୍ଜୋ କେଇତା 
 monotone , Noun , ସାମାଙ୍କ୍‌ ଲେ୍‌ 
 month , Noun , ନେଲା 
 moon , Noun , ନେଲା 
 moon day , Noun , ଲେନ୍ତା ନେଲା 
 moonlight night , Noun , ନେଲାଞେନୋଲ୍‌ ତ୍‌ ନାର୍କା 
 moral , Noun , ନିୟାୟାମ୍‌ ତ୍‌ ମାଟା 
 morally worst , Adjective , ଲାଞ୍ଜାତାନାମ୍‌ 
 more , Adjective , @E@@ 
 moreover , Adverb , 6169 ବା 
 morning , Noun ," ସ୍ତେୱ,ନାର୍କ "
 morning star , Noun , ସିୟ୍‌ ଭକ୍‌ କାମ୍‌ 
 mortal , Adjective , ଡଲ୍‌ ଲାନାଦ୍‌ 
 mortar , Noun , ସିମେଣ୍ଟ୍‌ ମାସାଲା 
 mosquito , Noun , ନୁଲେ 
 mosquito net , Noun , ନୁଲେ ଓଲା 
 moss , Noun , ନାସ୍‌ 
 mother              , Noun             ," ୟାଓଏଁ, ୟାୟୋ     "
" mother in law, aunty", Noun             , ପୟେ              
 mother land         , Noun             , ବୂମ୍‌ ୟାୟୋ      
 mother's father     , Noun             , ତାତାଲ୍‌          
 mother's mother     , Noun             , କାକ              
" mother's younger sister, step mother", Noun , ସିନି ୟାଓା   
 mother-in-law       , Noun             , ପୋୟେ             
 mountain            , Noun             , 6¢1¢!             
 mountain goat       , Noun             , ଗରେ              
 mountain hawk eagle , Noun             , ANE               
 mountain ranges     , Noun             , କାଲିୟି ମାନ୍ଦା ମେଟ୍ଟା
 110111)             , Noun             , ଦୁକ୍‌ କାମ୍‌ ତେ ମାନ୍ଦାନଦ୍‌ 
 mourning            , Verb             ," ନେସ୍‌ କି ନେସ୍‌ କି, ଗୁଣି ale ସି କେୟାନାଦ୍‌"
 mouse               , Noun             , ସିଟିକାଲ୍‌ ACA  
 moustache           , Noun             ," ମିସମ୍‌, ମିଶୋକ୍‌ "
 mouth               , Noun             ," AIGA, ପାୟୁର     "
 movable             , Adjective        ," AMIE, AGE! ଦ୍‌, ମେଦୁଲାନାଦ୍‌ "
 move                , Verb             ," @@1 GI, କୁଶ୍‌ ଶା, ଜାର୍‌ ଗା, 11100\7୦111611,4 011411011 ତେ ସାର୍ରେତୋର୍‌ ଗୂଡ଼ାନାଦ୍‌, ଓାଦ୍‌ ଓାଦ୍‌ ମିନ୍ଦେ "
 mow the grass       , Verb             , ଗାଡ଼୍‌ କୟ ତାନାଦ୍‌  
 much , Adjective , ଆଛୋଟ୍‌ 
" mucus, common cold phlegm ", Noun , ପାଣୀସେମ୍‌ 
 muddy water , Adjective , ବୁର୍ଦା 
 mud pot , Noun , Gl 
 mud , Noun , ସିମୁର୍‌ 
 multiply increase , Verb , ନାର୍ଗେ 
 multiply , Adjective , ପେରୁଗାନାଦ୍‌ 
 murmuring , Noun , ଆୟ୍‌ କ୍‌ ୱାଦ୍ରାନାଦ୍‌ 
" muscles, meat ", Noun , Ulg 
 mushroom , Noun , @Q 
 musical instruments , Noun , ପେନ୍‌ ସାନ୍‌ଡ଼ୋଲା 
" musk rat, white rat ", Noun , କଟେଲ୍‌ 
" must, necessary ", Verb , ଦର୍କାର୍‌ -ଆନ୍‌ ସାରାମ୍‌ 
 mustard oil , Noun , ମେଞ୍ଚି ନୀୟ୍‌ 
 mustard , Noun ," କରା, ସାର୍ଶୋ, ମେନ୍ଞ୍୍‌( ନ୍ଦ) "
" my, mine-singular ", Pronoun , ନାୱାଦ୍‌ 
 mystery , Noun ," ଆୟ୍‌ କ୍‌ ମାଟ୍ଟା, ପୁନ୍‌ ନୁ କୁଟ୍‌ ମାନ୍ଦାନ୍‌ AG! "
 nail , Noun , ସୀଲାମ୍‌ କୁଶି AQ 
" nail, latch ", Noun , ମଲେ 
 nail (of hand) , Noun ," ଗୋକ୍‌, ଗୋର୍‌, ଏନ୍‌ ଶ୍‌ RMR କ୍‌ "
" 1110, 116°1୦୦0, 1181111©]† ", Adjective , କୂଟ କଟଭୋର୍‌ 
 naked , Adjective , ଦୁଙ୍ଁ ଦୁଙ୍ଗା 
 name , Noun , ପେଦେର୍‌ 
 naming ceremony , Noun , ପୂରୁକ୍‌ 
 nape , Noun ," ଚେମ୍ପା, ପିଟ୍‌ ଗୁତୁମ୍‌ "
 narrow , Adjective ," FAI, GQ, Ala ଙ୍ଗ "
 narrow place of stem of tree(houses) , Noun , ala 
" narrowness winding lane, alley, nook ", Noun , ପାଇନ୍ଦ୍‌ 
 native spade , Noun , କୋଦାଳ 
 natural , Adjective ," AIGA ରୋଜ୍‌ ଆଦାନାଦ୍‌, ବେସ କେ ବାରେ ନାଢ଼ୂତାନାଦ୍‌ "
 nature , Noun , ମାବ୍‌ ନୁ ବୂମ୍‌ 
" nausea, retching ", Noun , ତେମ୍ା ଓାଟାନାଦ୍‌ 
 navel , Noun , @ 
 navy , Noun , N@1 AG ନୋର୍‌ କ୍‌ 
 naxals , Noun ," ଆନାଲୋର, ଗୁପ୍‌ ପାଲୋର୍‌, ନାର୍କାଟ୍ଟୋର୍‌ "
 near , Adposition ," ଦେଗେର୍‌, ସୋପ୍‌ ପେ, ଗାରେଁ "
 nearly       , Adjective      , AIGA ଗାରେ       
 neat         , Noun           ," AI, 6ASR , ସାୟା ମାନ୍ଦାନାଦ୍‌ "
 necessary    , Adjective      ," ଆନ୍‌ ସାରାମ୍‌, କାଞାଲ୍‌         "
 neck         , Noun           , ଡେଡେର୍‌ କୁତ୍‌ କି                
 necklace     , Noun           , ନେଙ୍କ୍‌                     
 need         , Adjective      ," AIGIA,EAQ         "
 needle       , Noun           , ସୁଦ୍‌                      
 neem tree    , Noun           , 64dl ମାରା                  
 neighbour    , Noun           , ଲୋତା ଗାରେତଣ୍ତ              
 neither..nor , Correlative   , connective. ଇଦ୍‌ ବା ଆୟ୍ୟୋ ଆଦ୍‌ ବା ଆୟ୍ୟୋ 
 nephew       , Noun           , ଏଣ୍ତଡା ମାର୍‌               
 nepotism     , Noun           ," କୋରାନାଦ୍‌, ନେଚାନାଦ୍‌        "
 nerve        , Noun           , ନାର୍‌ସ କ୍‌                  
 nervous      , Adjective      , ଓାଣ୍‌ କ୍‌ ତୋଣ୍ଡ               
 nervous debility , Noun      , ନାର୍‌ ସ୍‌ କ୍‌ ତେଡ଼ାନ୍‌ ରୋଗାମ୍‌ 
" nervous, agitated ", Adjective , ପାଣାମ୍‌ ଗାଦ୍‌ ଗାଦ୍‌ ଆତା. 
 nest         , Noun           , ତୁପା                      
 net          , Noun           , ଆଲୁ                       
 never        , Adverb         ," ବେଶ୍‌ କେ ବା ,ବେପ୍‌ ପୋଡ଼୍‌ ଆୟ୍ୟୋ "
" nevertheless, still ", Coordinating connective , ମାତ୍‌ କେ ବା    
 new          , Adjective      ," କତା, ପୂନା                 "
 new born     , Adjective      , ପୁନା                       
 AAPA , Noun , ପୁଟ୍ଟାନାଦ୍‌ 
 new-comer , Noun ," କତାଙ୍ଗ୍‌ , ପୂନା "
 new shirt , Noun , 64191 କୁସାମ୍‌ 
 news , Noun , କାବୁର୍‌ 
" next month, coming month ", Preposition ," ତୋପାନ୍‌ ନେଲା, ଏାଦାନ୍‌ ନେଲ୍ଲା "
 next to day after tomorrow , Noun , ପିର୍ନେଟ୍‌ କ୍‌ 
 nicely , Adverb ," ମେଲ୍‌ ତା ତେ, ସାୟାମ୍‌ ତେ, ସୋକ୍‌ ତେ "
 niche , Noun , ଦୀପେମ୍‌ ଡିୱ୍‌ ରି ବୀଡ଼ା 
 nickname , Adjective , RQ GIR ପେଦେର୍‌ 
 niece , Noun , ଏଣ୍ଡ ମାୟାଡ଼୍‌ 
" niggard, stingy ", Noun , ପିନୁଂସିଲ୍‌ 
 niggardliness , Noun ," GR ସୁଲ୍‌, ଇର୍‌ ରେଲ୍‌ "
 night , Noun , ନାର୍କା 
 night flowering jasmine , Noun ," ଗାର୍‌ ଗାର୍‌ ମାଡ଼ା, ପଦାଲା "
 night pollution , Noun , କାରାପ୍‌ କାଲାଦ୍‌ 
 nightingale , Noun , ସିତାଡ଼୍‌ ପିଟେ 
 nightmare , Noun , କାରାବ୍‌ କାଲ୍‌ ଓରାମ୍‌ 
 nine , Numeral ," ତମିଦ୍‌, ନୋ "
 nineteen , Numeral , ପାଦିନୋ 
 ninety , Numeral , ତମେୟ୍‌ 
 nip off , Verb , ରଟା ପିଙ୍କାନାଦ୍‌ 
" nipping, tickling sensitive ", Adjective , କିଡ୍ଲିସାନାଦ୍‌ 
 nipping-friendly , Adjective , ଗିଲ୍ଲାନାଦ୍‌ 
 nipple , Noun , ପଟ୍‌ 
 no cover , Noun , ସିମୁନ୍‌ ଇଲେ 
 no digestion , Adjective , ଆଦିଲ୍ଲେ 
 no less than , Correlative connective ," ଆଦିଙ୍କ କାନ୍ନା ତାକ୍‌ ଓ, କାମ୍‌ AER "
" no motion, constipation ", Noun , ପେଲାଟାମ୍‌ ଇଲେ 
 no one , Pronoun , ବେନୋଣୁ ବା MORIA 
 no one for care , Noun , ଦିକ୍‌ AN ଞ୍ଜୋର୍‌ 
 no one in the house , Noun , ସିମୁନ୍‌ ମିନ୍ଦେ 
 no one is differ , Adjective , ବେନଣ୍ଡ ଆୟଣ୍ଠ 6aca 
 no sense , Noun ," ନଦିଲେ, ନୟ୍‌ ୟୋ, ନପ୍‌ ମାନୋ "
 no sooner....than , Correlative connective , ଆତା କି ଆୟ୍ୟୋ 
 NO sour , Noun , ପୁଲିଲେ 
 no value , Noun , ଆନ୍‌ ଗାଲ୍‌ Qe 
" oar, paddle ", Noun , ଓଡ଼ା ଟେଡ୍‌ ବାଲା 
 obey ," FIGS, FIG! ", କେଞ୍ଚାନାଦ୍‌ 
 nod (head) , Verb , ତାଲା ଗୁଞ୍ଜାନାଦ୍‌ 
 noised , Noun , AIG ରାମ A RECA 
 noiselessly , Adverb , ଚାମ୍‌ 6@ CUE 
 non vegetarian , Noun , $8 QQ Gl oa 
 non violence , Adjective ," କୋପାମ୍‌,ଆଲ୍‌ ଲାମ୍‌ AR GI "
 non-co-operation , Noun , କାଲିୟ୍‌ କଟ୍‌ ଏରାନାଦ୍‌ 
 noon , Noun , ମାଦ୍‌ ନାମ୍‌ CGEM 
 normally , Adverb ," ବେଶ୍‌ କେ ବା ,ନିୟାମ୍‌ ତେ,ରଲ୍‌ ତେ "
 nose , Noun ," ମସର,ମୋସରି "
 nosering , Noun , ମସର୍‌ ମୁଦା କାମ୍ମେ 
 nostrils , Noun , ମସେର୍‌ -ନେଶ୍‌ କାଡ୍‌ ତ୍‌ ପଡ଼ିୟ୍‌ 
 not , Noun ," ଆୟ୍ୟୋ,ଇଲ୍‌ ଲେ "
 not properly functioning , Adjective , AAI ନାଡ଼ତାଟାମ୍‌ ଇଲେ 
 not accept , Verb , ଅପ୍‌ ପୋର୍‌ 
 not available , Adjective , ANGI 
 not clear(water)impure , Noun , କାଲ ସ୍‌ 
 not digest , Adjective , UIQ Ye ଆଦିଲ୍ଲେ 
 not enough space , Adjective , ପଡ଼ିୟ୍‌ ପୟ୍‌ 
 object , Noun ," ଆଲ୍‌ A, YS ଆର୍ଦାମ୍‌ ,ମାଟା "
 obscenity , Noun ," ଆଡୁଗୋଲ୍‌,କାସି "
 ୟୋ , Noun , ୟୋ 
 not good road , Noun , ଗିଡ଼ପ୍‌ 
 ଗୋଡ଼ପ ମିନ୍ଦେ , Noun , ଗୋଡ଼ପ ମିନ୍ଦେ 
 not known , Verb , ପୁନ୍‌ ଓ 
 not listen , Verb ," କେଞିନ୍‌, କେଞ୍ୋ "
 not make known other's , Adjective , BE QR ଉଡିଲିସ୍‌ 
 6@ GEA , Noun , 6@ GEA 
 not only...but also , Subordinating connective ," ଇଦ୍‌ ମାଟୁ ଗେ, (ମାତ୍ର) ଆୟ୍ୟୋ, ମାଭି ଆଦ୍‌, ବା "
 not wash , Verb , ନରୱ 
 note paper , Noun , AIAG କାଭା 
 nothing , Adjective , ପୁଟୁଙ୍କ EM 
 nothing known-innocent , Noun , ପୂସା ପୁନଣ୍ଡ 
 notice , Noun ," ମାଟା, କାବୁର୍‌ "
 notorious , Adjective ," ସାର୍ରେତୋର୍‌, MAID ଇଞ୍ଜୋ ପୁନ୍ଦାନାଦ୍‌ "
 nourish , Verb , ପଡ଼ପାନାଦ୍‌ 
 novelty , Noun ," କତାଦ୍‌, ପୂନା ଲେକେ ମାନ୍ଦାନାଦ୍‌ "
 now , Adverb ," ଇନ୍‌ ଜେ, ବେଗ୍‌ ଗା ଆୟ୍ୟୋ "
 now it self , Adverb , ଇନ୍‌ BH ବା 
 nowhere , Adverb , ବେଗ୍‌ ଗା ଆୟ୍ୟୋ 
" numbers,to count ", Verb , ଲେକା 
 nursery , Noun ," ପେଟୁମ୍‌, ମାଲାମ୍‌ "
 observation , Noun , ସାୟା ଉଡାନାଦ୍‌ 
 observe , Verb , ସାୟା ଭଡ଼ାନାଦ୍‌ 
 କେଞ୍ଜାନାଦ୍‌ , Noun , କେଞ୍ଜାନାଦ୍‌ 
 obstinacy , Noun , ଆଡାମ୍‌ 
 ଗାଟି ପୀଲା , Adjective , ଗାଟି ପୀଲା AQ 
" ତାନାଦ୍‌ ଓାଇ ରେମ୍‌, ଗାୟିରେମ୍‌ ", Adjective , AID FOB 
 occasionally , Adverb , ବେସ୍‌ କେ 
 ବେସ୍‌ କେ , - , ବେସ୍‌ କେ 
 ୦୯୦୩୮ , Verb ," ଆଦାନାଦ୍‌, ଜାର୍‌ ଗାନାଦ୍‌ "
 occurrence , Noun ," ମାଟା, ଓିଷାୟାମ୍‌ "
 ଆଦାନାଦ୍‌ , - , ଆଦାନାଦ୍‌ 
 ୦୮ , Preposition ," ନାଦ୍‌, ଉନାଦ୍‌ "
" ,ଉରାଦ୍‌ ", - ," ,ଉରାଦ୍‌ "
 ୦୮ , Preposition , ଦୁରାମ୍‌ 
 offal , Noun , AGE ତାଦ୍‌ 
 offence , Noun ," ନେରାମ୍‌,ତାପ୍‌ ପୁ "
 offer ୮୪/୮୨. , Noun , ଅପିଦାନାଦ୍‌ 
 offering , Noun ," ଚାନ୍ଦା, କାଣିକେ-ପାରାମେଶ୍ବାର୍‌ କିଙ୍କ୍‌, ଭଦାନାଦ୍ଧ ହଣ,ଅର୍ପିତ ଦାନ ବା "
" often,repeatedly ", Adverb ," ମାଲ୍‌ ଲା, ମେଣ୍ଡେ ମେଣ୍ଡେ, ନାର୍ଗେ ତାମ୍‌ "
 ୦୮ , Interjection ," ଓ ୟାୟୋ,ଓ AIG ସା "
 oil , Noun , ନିୟ୍‌ 
 oil-press , Noun , FQ ନେସ୍‌ 
 oil which used for grey-hair , Noun ," କେଲ୍‌ କ୍‌ ଜୂରା ନ୍‌, ନିୟ୍‌, କାରି ଆଦାନ୍‌ ନିୟ୍‌ "
" oil,ghee ", Noun , ପାଲ୍‌ ନିୟ୍‌ 
 oiling , Verb , ନୀ ନେତା ନାଦ୍‌ 
 ointment , Noun , ରାସାନାଙ୍କ୍‌ ମାତ୍‌ 
 old ୨୮୧୮. , - , ଓାୟାଶ୍‌ 
 old age , Noun , ମୁନ୍ନେଟ୍‌ କାଲାମ୍‌ 
 old friend , Noun , ମୁନ୍ରେଟ୍‌ ଯାଭା 
 old man , Noun , ମୁୟ୍‌ ତୋଣ୍ଡ 
 old woman , Noun , ମୁକାଦ୍‌ 
 on , Preposition , ପୋର 
 on account of , Adverb , ଏଡାକ୍‌ ଓତ୍‌ 
 ale ,  ,  
 on behalf of , Preposition , ପେଦେର୍‌ 
" ତେ,ସେଙ୍ଗେ ",  ,  
 on holidays , Adverb , ଛୁଟିତେ 
" on the ground of, on the score of, by reason of ", Preposition , ଆଦକ୍‌ 
 on the sky , Adposition , ମାବି ନାଗ୍‌ 
 once , ୮୮୮୮ ," ଅଣ୍ଡୋୟ୍‌ ତାମ୍‌, ଅର୍‌ ଚୁଟ୍୍‌ "
 once again , Adverb , ମେଣ୍ଡନ୍‌ ତାମ୍‌ ସୁଟ୍‌-ମେଣ୍ଡୋନ୍‌ ତାମ୍‌ -ମାଲ୍ଲା ଅର୍‌ ସୁଟ୍‌ 
 one , Numeral ," ଅରଟ୍‌,ଅ ୍ରୋୟ୍‌ Adjective. UGB, SECA "
 one another , Pronoun , ASQ ASS କିଙ୍କ୍‌ 
 one day , Noun ," ଅକ୍‌ କା ଦିନାମ୍‌, ରୋଜୁ "
 one fourths , Noun , ନାଲୁ ମୁକା 
 one Kg , Adjective ," ଓର୍‌ କେଜ୍‌, ଅଣ୍ଟୋୟ୍‌ କେଜ୍‌ "
 one place , Noun , ଓରପେ 
 one rupee , Noun , ରୁପାଇ 
 one side head pain , Noun , ଅର୍‌ ଗୋବା 
 one who possessed by a spirit , Noun , ଏଁଲାମ୍‌ ଉଡାନର୍‌ 
 ୦16-1 ` , Adjective , ଅକାଟି 
 Onion        , Noun           ," ଭଲ୍‌ ଲି, ଉଲ୍‌ ପାୟା "
 only         , Adverb         , ମାଟୁଗେ 
 Adjective    , Adjective      ," MGEA, AUG, AS, ତ୍‌ "
 only         , Adjective      ," ଓରୋଟ୍‌, ଅଣ୍ଡୋୟ୍‌ "
 one of       , Adjective      ," ସେରୋନ୍‌, ଅରୋ "
" 64,2161      ", -              , - 
 only son     , Noun           , ଅରୋଣେେ 
 mar          , ମାର୍‌           , ଅଣ୍ଡୋୟ୍‌ ମାର୍‌ 
 consent      , Verb           ," ଅପାନାଦ୍‌, ଏତାନାଦ୍‌ "
 ooze         , Verb           ," IQ, ଉରୋ ମିନ୍ଦେ "
 0893         , Verb           ," କୁଲା, ତୀସା "
 open out     , Verb           ," ବାୟ୍‌ ଦେ, ତୋପିସାନାଦ୍‌ "
 opening eyes , Verb           ," କାଣ୍ଡ କୁ SIG, ଉଡ଼ାନାଦ୍‌ "
 operation    , Noun           ," ରୋଗାମ୍‌ ସାୟା, ଆଦାନାଙ୍କ୍‌ ମେନ୍ଦୁଲ୍‌ କୟ୍‌, ତାନାଦ୍‌ କୁଟାନାଦ୍‌ "
 opinion      , Noun           , ଓଁରେ ଞେରେ ମାଟା 
 oppose       , Verb           ," ସିରୋଦାମ୍‌ ତୁଙ୍ଗାନାଦ୍‌, ପାଲ୍‌, ଭଦାନାଦ୍‌ "
 oppress      , Verb           ," GIF, SQ "
 optimist     , Noun           , ଆଶା ମାଡ଼ାନୋଣ୍ତ 
 optional     , Adjective      ," PER, ଇଷ୍ଟାମ୍‌ ତେ, ଏନ୍‌ ସାନାଦ୍‌ "
 08          , Coordinating connective , ଇଲୁକ୍‌ 
 orally       , Adverb         , ଗଟିତେ 
 orange       , Noun           , ଦେବା କାୟା 
 orange tree  , Noun           , ଦେବାମାରା 
 orator       , Noun           ," IG, ସାୟା, କେତାନୋର୍‌, ଞେତାନୋଣ୍ତ "
 orchard , Noun , ଗଣ୍ଡା 
 ordinary , Adjective , ମାମୁଲ୍‌ 
 Ore , Noun ," ମେଲ୍‌ ତା AID, @ GAC ,ଇନୁମ୍‌ "
" organs,senses ", Noun ," କଣ୍ଡ,,ମୋସୋମ୍‌,ନାଲ୍‌ କା, "
 origin , Noun , ପୁଟିତ୍‌ 
 ornaments , Noun ," ସିଂରାମ୍‌, ବାଙ୍ଗାମ୍‌, ନାଗା ଦେ ସୋକ୍‌ ମାଡ଼ାନାଦ୍‌ "
 orphans , Noun ," ପରିୟି ପିଲ୍ଲା, ପର୍ମା ପିଲ୍ଲା "
 ostracize , Verb , ଏାଟାନାଦ୍‌ 
 other , Pronoun ," ମାଲ୍‌ ଅର୍ତ୍ଣଣ୍ଟ,ମେଣ୍ଡୋର୍ତୁଣ୍ଡ,ଞ୍େର୍‌ "
 otherwise , Coordinating connective ," ଇଲୁକ ପୋତି,ଇଲୁକ୍‌ କଟ୍ଟେ "
 otorrhoea , Noun , କେୱ୍‌ କାଡ଼ିୟାନାଦ୍‌ 
" ought to,should ", Verb , ଆଦାୱାଲ୍‌ 
 pace , Noun , ଆଡଢ଼ୁଗୁଲ୍‌ 
 packing luggage , Verb , Ao! GAIRIQ 
 paddy , Noun , ପାଞ୍ଜି 
 paddy field , Noun , ଏୟା 
 paddy seedling , Noun , ଏନ୍‌ 
 padlock , Noun , ବେରିୟା ତାଲାମ୍‌ 
 pageant , Noun , ସୁକ୍‌ କାମ୍‌ ସେଙ୍ଗେ ଇଷ୍ଟାମ୍‌ ତେ କାର୍ଚ୍‌ ମାଡ଼ାନାଦ୍‌ 
 our          , Pronoun        , ଆଦାନାଦ୍‌         
 our companies, Noun           , ମାନ୍‌             
 our self     , Pronoun        , ଜାଭ୍ତାନର୍‌         
 our selves   , Pronoun        , ମାମେ ଆସ୍‌        
 our village  , Noun           ," ନିଜେ, ମାନାଡ଼୍‌ ନିଜେ ଆସ୍‌ "
" our,our(in,cl)", Pronoun      , ମାନ୍‌ ନାଟେ        
 ours(ex.cl)  , Pronoun        , (ale             
 out          , Verb           ," ପେତାନାଦ୍‌, ପେୟ୍‌ ସି "
 outcome      , Noun           , ଏାଦାନାଦ୍‌        
 output       , Verb           , ଲାବାମ୍‌         
 outrage      , Noun           , ତେୟାର୍‌ ଆଦାନାଦ୍‌    
 outrun       , Verb           , Salm             
 outset       , Verb           , ଜୀଡ଼ାନାଦ୍‌        
 outside      , Adposition     , CR AQ            
 ovary        , Noun           , ବାଇଦେ           
 pail         , Noun           ," ମୁନ୍ନେଟ୍‌ କ୍‌,/ଆୟାମ୍‌ "
 pain         , Noun           ," ଇସ୍ରେ, ଗିନି, ବିନ୍ଦେକୁଣ୍ଡା         "
 pain comes down, Verb         ," ତୀପ୍‌, ନପ୍‌      "
 pain on legs and hands, Noun , ନପୁ         
 painted (a kind of) snake, Noun," ଆୟ୍‌ କ୍‌ ଟେକ୍‌ କା, ଆଞ୍ଜ୍‌ ତା, ଜେରୁଗୋଡୁ, ଗଡ଼୍‌"
 pair         , Noun           ," ତାରାଶ୍‌, ଜୋଡ଼ା, ଜୋଡ଼ ଜାଭା "
" oven,hearth ", Noun ," ଅଜେଲ୍‌, ଚୁଲ୍ଳୀ "
 over head ache sinuses , Noun ," GG ତାଲ୍‌ ଏତ୍‌ କେ ଆଡ଼ କ୍‌ ଆଡ଼ କ୍‌ ଆତ୍‌,ତାଲା ନୋତ୍‌ ,ଆଞ୍ଚି ଲାଗମିନ୍ଦେ "
 over joy , Adverb , GG ସାର୍ଦା 
 over load-in hands , Verb , ଟିକା ଟାକା ଆଦାନାଦ୍‌ 
" over loud,noise ", Noun ," ଗାଟି ଆଦି AIGAIQ, AAI AISSQ "
 Overjoy , Adjective ," ଗାଲ୍‌ ଗାଲ୍‌ ,କାଲାକାଲା "
 overtake , Verb , ପୟ୍‌ ତାନାଦ୍‌ 
 owing to , Preposition , AER ସେଙ୍ଗେ 
 owl bird , Noun , କୁଞ୍ଜୋ ଗୂପ୍‌ ପିଟେ 
 own relation , Adjective ," ସାହା AGAMA, IN ସିନୋର୍‌, "
 owner , Noun , ଆଦିକାରି 
 ozena , Noun , ମସର ପୁଣ୍ତ 
 pair of bullock , Noun , ଆର୍‌ କା pairs of bulls ploughs Noun ଲାଙ୍କେ 
 palate , Noun , ନାଲ୍‌ କିନ୍‌ AAl ମାନ୍ଦାନ୍‌ AGA 
 pale , Adjective ," CAR FE ଜୁରୀତ୍‌ os ,ସୱକତା "
 palm , Noun ," ଲାବାକାୟ୍‌,କାଲ୍‌ "
" palm fruit,palm stone ", Noun , ମୁଞ୍ା alg 
 palm leaf , Noun , ତାଡ଼ ମେଟା 
 palm root , Noun , ଏଡ଼ଙ୍ଗା ମାଟି 
