English Word,Part of Speech,Odia Translation
 hay stack    , Noun           , ଗାଡ଼ ଲୋନ୍‌ 
 he           , Pronoun        ," ଉଣ୍ତ, ଓଣ୍ତୁ "
" haste,hurry ", Noun , ଦାନ୍ଦା ପୟ୍‌ ସି 
 harvest festival , Noun ," ତାଣ୍ଡୁମ୍‌, @@ ତା "
 harvesting , Noun ," ଆାଞ୍ଜି କୋୟ୍‌, ତାନାଦ୍‌ "
 head , Noun , ତାଲ୍ଲା 
 head man of village , Noun , ବେଢ଼ିୟା ରାହିତ 
 head pad , Noun , ଉମାର୍‌ 
 headache , Noun , ତାଲା ଏତାନାଦ୍‌ 
 head-skull brain-pan , Noun ," ତାଲାକାୟ୍‌, ମେଦ୍‌ ଦର୍‌ "
" heap, heap of stones ", Noun ," ଦିବା, କାଲ୍‌ କିନ୍‌ ଦିବା "
 heart , Noun ," ମାରି କାୟା, ଗୁଣ୍ତେ "
 heart beat , Noun , ଗୁଣି ଡାକ୍‌ ଡାକ୍‌ ଆସମିନ୍ଦେ 
 heart disease , Noun ," ନପ୍‌, ଜୀୱାମ୍‌ ତା ନେଶ୍‌ "
" heart, mind ", Noun , ହୃଦୟ 
 hearty laugh , Noun , ସାୟ୍‌ 
 heat , Noun , ସେର୍‌ 
 heat boil , Noun ," ବାମ୍‌ ବଗ୍‌ ଗା, ବଣ୍ଠିୟା "
 heat of the sun , Noun , ଏଦ୍‌ 
 heaven , Noun ," ପରା, ମାବ୍‌, ସ୍ବାର୍ଗାମ୍‌ "
 heaven( opened) , Noun , ମାବ୍‌ ବାଙ୍ଗ୍‌ ମିନ୍ଦେ 
 heavenly bodies , Noun , ଲିଙ୍ଗ 
 hedge , Noun , ଆଡାମ୍‌ 
 heel , Noun , ମାଡ଼ମେ 
 height , Noun , ଡେଙ୍ଗା 
 hell , Noun ," କିଶ୍‌ କୁଣ୍ଡା, ନାର୍କାମ୍‌ "
 hen , Noun , ପେଟା କର୍‌ 
 her , Pronoun , ତାଙ୍କ 
 her self , Pronoun , ଆପଣ 
 hero         , Noun           ," ସୋକ୍‌ ବାଲାମ୍‌, ସୋକ୍‌ ସୋକ୍‌   "
 heroism      , Noun           ," ସାତ୍‌ ଓମ୍‌, ସାକି         "
 heron        , Noun           , କୋଙ୍ଗା                  
 hibiscus     , Noun           , ମାନ୍ଦାର ପୂର୍ଗାର୍‌          
 highway robber , Noun        , କାୟ୍‌                 
 hill         , Noun           , ଗୁବାଲ                   
 himself      , Pronoun        , ଉଣେ ଆସ୍‌                 
 hind         , Noun           , ଡାଡା ଗରି               
 hinder       , Noun           , ଆଡାମ୍‌ ଓଟ୍ଟାନୋଣ୍ଡ             
 hippopotamus , Noun           , ଏବାରା                  
 his          , Pronoun         ," ଇନାଦ୍‌, ଉନାଦ୍‌              "
 hissing      , Noun            , ଓାସିତ୍‌                    
 hoard        , Noun            , ଗୁଡୁପ୍‌ ତା ସମ୍‌            
 hole         , Noun            ," ବୋକ୍କ, ବ ଛା              "
 hole of tree , Noun            ," ଦର୍ରାତା, ବଚଛା             "
 holidays     , Noun            , ଚୁଟି ରୋଜ୍‌                
 hollow       , Noun            ," ପୋନ୍‌ ଦେ, ଦରା             "
 holster      , Noun            , ତଲ୍‌ କା ସାନ୍‌ ସ୍‌          
 holy basil   , Noun            ," ଦୁଲୋସ୍‌ ଏଟୁ, ପଦାଲା         "
 holy spirit  , Noun            ," ପାଞତ୍ରା ସୁବ୍ରାଙ୍ଗ୍‌, ଆତ୍ମା  "
 man , Noun ," ତୋଣ୍ଡ,ମେଲ୍‌ ତା ନାରୂନ୍‌ "
 honesty , Noun , ନିଜାମ୍‌ ମାନ୍ଦାନାଦ୍‌ 
 honey , Noun ," ଭର୍ଷେ,ମେସ୍‌,ତେନେ, ପେରେ "
 honey bee , Noun ," ପେରି, ଉରୱ୍‌ "
 honour , Noun , ନାମାସ୍‌ କାର୍‌ 
 hook , Noun , ଗାଲାମ୍‌ କୟି 
 horde , Noun ," ତୁଟ୍‌,ମାନ୍ଦା "
 horizontal , Noun ," ପାଟି ମିନ୍ଦେ,ସାପ୍‌ ପୁନ୍‌ ମାନ୍ଦାନାଦ୍‌ "
 horn , Noun ," କୋକ୍‌, ମ ଇରା-କମ୍‌ "
 horn bill , Noun , କାରୋଟ୍‌ 
 horn music , Noun , କମ୍‌ 
" horn siren, branch ", Noun , କୋକ୍‌ 
 hornet , Noun , କାଣ୍ତୁରୁମ୍‌ 
 horse , Noun ," ଗୁରାମ୍‌, ପୋତ୍‌ ଗୁରାମ୍‌ "
 horseradish tree , Noun ," ମୁଲୁଙ୍ଗା, ମାଡ଼ା, ମୁଗୁଁଲା "
 hospital , Noun , ଆସ୍‌ ପାତାଲ 
 hospitality , Noun , ସାୟାଉଡ଼ାନାଦ୍‌ 
 host , Noun ," ସୁଟ୍‌ ମିର୍‌ ସେୱା, ମାଡ଼ାନୋଣ୍ତ "
 hostile , Noun , ଓିରୋଦାମ୍‌ 
 hot water           , Noun              , କାସିତ୍‌ ପାଲ୍‌ 
 hotness             , Noun              , କାଙ୍କା            
 hour                , Noun              , ଗାଣ୍ଡୀ            
 hour hand of a clock , Noun              , କୟ୍‌ୟେ            
 house               , Noun              , ଲୋନ୍‌            
 house lizard        , Noun              ," ବାଲ୍‌ କି ଡ଼କା, ଟକ୍‌ କେ "
 house-servant       , Noun              ," କୋରି, ଲୋତ, କୁଲିନୋଣ୍ଡ "
 housewife           , Noun              , ଲୋତା ନାଟାଡ଼୍‌     
 how many non masculine , Noun         , ବେଛୱ୍‌ର          
 I                   , Pronoun           , ନାନା            
 profit , Noun , ଲାବାମ୍‌ 
 humane , Noun ," ଦୟାଳୁ, ଅନୁଚାହଶୀଳ "
 humidity , Noun , ନାନ୍ଦି ମିନ୍ଦେ 
 humiliation , Noun ," ସିଗ୍‌, ତେନ୍‌ ସ୍‌ କାନାଦ୍‌ "
 humour , Noun , କାୱ୍‌ ସାନାଙ୍କ୍‌ ମାଟା 
 humpback , Noun ," ଗୁନ୍ନାଲ୍‌, ଗୁନ୍‌ ନଲ୍‌ "
 hunchback , Noun , ଗୁଲୁ ଓାଇିଂ 
 hunger , Noun ," କାରୁଞ, କାରୁ ପୋୟତା "
 Idiot , Noun ," ନିଷ୍ଠୁର, ମୂର୍ଖ, ଭଁଇଙ୍ଗ, ବୋକ, ହେଡ଼ା, ମଗଜଳା, ହାଣ୍ଡୁଆ, ପାଗଲ "
 hunter , Noun ," ବନ୍‌ ଓାଲ, ପଣ୍ଡା, ମାଡ଼ାନୋର୍‌ "
 hurt , Noun ," ଦେବା ତାଗାଲ୍‌, ତାଦ୍‌,ଗାୟାମ୍‌ "
 husband , Noun , ମୁତପାଲ୍‌ 
 husband's brother's wife , Noun , ଏରୁଣ୍ଡାଢ୍‌ ଏର୍ଦାଡ୍‌ 
" husband's elder brother,elder sister's husband ", Noun , ବାୱାଲ୍‌ 
 husband's younger brother , Noun , ଏରୁଣ୍ଡ 
 hut in the field , Noun , କେତୁଲ୍‌-ଗୁଡ଼ିସି 
" hybrid cobra, rat snake, mucosus ", Noun ," ଗଡ୍‌, ତାରାସ୍‌ "
 hymn/song , Noun , ପ୍ରାର୍ତାନାତ୍‌ 
 hypocrisy , Noun ," ବଲ୍‌ ଲିସାନୋର୍‌, ମେଲ୍‌ ତା ସିଂ ଏମେ ଆଇଏଫ୍‌, କାମ୍‌ ତାନ୍ତ୍ରାମ୍‌ ପାଡ଼ିୟ୍‌, ମାଡ଼ାନୋର୍‌ "
 hypocrite , Noun , ବଲ୍‌ ଲିସାନୋଣ୍ଠଡ 
 bus , Noun , ବାସ୍ତେ 
 ice , Noun , ଆଜୁର୍‌ ଗାଡା 
 idol / image , Noun ," ବଡ଼୍‌ ପେମ୍‌, ବମ୍‌ "
 idolatry , Noun , ବୋମ଼ମି ପୂଜା 
 ignorant , Noun , ପୁନୁକଟ୍‌ ମାନ୍ଦାନୋଣ୍ତ 
 iguana , Noun , ଉର୍ପାଲ୍‌ 
 ill will , Noun , ଇଷ୍ଟୀମ୍‌ ଓ 
 illegible , Noun ," କାସମାଲାମ୍‌, ଆଡୁ ଗୋ "
 illicit , Noun ," ତାପ୍‌ ପୁ, କାରାପ୍‌ "
 illustration , Noun ," କାଭା, ଞେସୋଡ଼୍‌, କାରା "
 imminent , Noun , ଦାଗେର୍‌ 
 immoral , Noun ," ଗାଲ୍‌ ଗାଲ୍‌, ଉଡାନୋନ୍‌, ଗାଲି, ପାପ୍ ପାମ୍‌ "
 impediment , Noun , ଆଡାମ୍‌ 
 implements , Noun ," କାୟ୍‌ ଦେ ତା ସାମାନ୍‌, ଭାନାଦ୍‌ "
 Minde           , Noun         , ମିନ୍ଦେ       
 in a consequence of , Noun   , ଆତ୍‌     
 in skirt        , Noun        , ପେଟି       
 incantations , Noun , ଓାଡ଼୍‌ ଡ଼େ ଉଲୁଗୋମିନ୍ଦେର୍‌ 
 incense , Noun ," ଗାବ୍‌, ଏଁସାନା, ଦୁ ପାମ୍‌ କାଟି; ଦୁପାକାଟି, ଉତୁୱାତ୍‌ "
 income , Noun ," କାୟ୍‌ କିନାଇ ଡାବ୍‌, ଗୁଦୂସ୍‌ ପାନାଦ୍‌ "
" increase,growth ", Noun ," ପେସାନାଦ୍‌, ନାରେଁପେରୁଗାନାଦ୍‌ "
 Indian beech tree , Noun , ଗିମି ପଣ୍ଡା ମାଡ଼ା 
 indifference , Noun , ମାନ୍ଦାନାଦ୍‌ 
 industrial , Noun , ମିଲ୍‌ ପାଢ଼ିୟ୍‌ 
 interest , Noun , ଇଷ୍ଟୀମ୍‌ 
 infamy , Noun , ପାପ୍‌ 
 infancy , Noun ," ଚିନ୍ନା, ଚୁଢୂଲା ଲେ "
 inflammation , Noun , ଡକ୍‌ କା 
 inflammation of the pharynx , Noun , ଲେଙ୍୍‌ ଉରିତ୍‌ 
 information , Noun , ମାଟା 
 inhabitant , Noun , ଦେସେମ୍‌ ତ୍‌ 
 iniquity , Noun , ପାପ୍‌ 
 injection , Noun , କଟାନାଦ୍‌ 
 injury , Noun ," ପୁଣ୍, ଦେବା "
 injustice , Noun , ନାୟାମ୍‌ 
 inner seed , Noun ," ଜେ, ଜ୍‌ "
 insistence , Noun , ଜିଦ୍‌ 
 inspiration , Noun ," ସାର୍ଦା ତେ, ଇଷ୍ଟାମ୍‌ ତୁଙ୍ଗୀସାନାଦ୍‌ "
 instruction , Noun ," ମାଟା, କେତଭାନାଦ୍‌ "
 instruments , Noun ," ଡ଼ାଲା, ମଇରା, ବାଜା "
 insurance , Noun ," ଡ଼ାବ୍‌ ତୋରାନୋର୍‌, କିଙ୍କ୍‌ ପେର୍‌ କେ ଏକୁୱା, ନାର୍ଗେ ଡ଼ାବ୍‌ ଦର୍କିତ୍‌ "
 intelligence , Noun , ମେଲ୍‌ ତା ବୁଦି 
 palate         , Noun            , ତାଲେରି         
 ତୁରୁଞି          , Noun            , ତୁରୁଞ୍ଜେ        
 ମିନ୍ଦର୍‌         , Noun            , ମିଣ୍ଟିରି        
 intestine      , Noun            , ଅନ୍ୟନ୍ୟ ଅନ୍ୟୋନ୍ୟ 
 finger         , Noun            , ଅଙ୍ଗୁଠି         
 ପେର୍କେଟାଦ୍‌     , Noun            , ପରିଧି କାଟେଇ ବିଶେଷ 
 intimacy       , Noun            , ସନ୍ଦେହଳ ଅବସ୍ଥା 
 ମାନ୍ଦାନାଦ୍‌     , Noun            , ମନଃଶାନ୍ତି       
 invention      , Noun            , ଆବିଷ୍କାର        
 ତାୟାର୍‌ ମାଡ଼ି   , Noun            , ବନ୍ଦାର          
 crime          , Noun            , ଅପରାଧ          
 ତୋନାଗା ମାଟ୍ଟା ତାଲ୍‌ , Noun            , ମାଟ୍ଟା ତଳ        
 କାନାଦ୍‌        , Noun            , ହେଟେଇ ଦିଅ        
 ପାନାଦ୍‌        , Noun            , ଉପଯୋଗ କରିବା     
 jackal         , Noun            , କାଳିଆ          
 jackfruit-tree , Noun            , କଟହଳୀ          
 involvement  , Noun           , ଗାଟି ଇଷ୍ଟାମ୍‌      
 irritability , Noun           ," ରୋସେ ମ୍‌, କୋପାମ୍, ଦାନ୍ଦା        "
" jealousy, envy ", Noun       ," ଏରାଙ୍ଗ୍‌, ଉଡ଼ାନାଦ୍‌ "
" 4୧5୮,¶୦1୧୭   ", Noun           , ମିତୃକାନାଦ୍‌      
 jester       , Noun           ," ବଲାନୋର୍‌, ମଡୁକାନୋ, ବଲୁାନୋର୍‌, ମିତୁକାନୋ "
 Jesus        , Noun           , ଉନ୍‌ ଜାନାମ୍‌ ତିନ୍‌ ପାପ୍‌ 
 ଞ୍ଡ଼ୁ ପିସାନୋଣ୍ଡ-ପାରାମେଶ୍ବାରି ନ୍ମାର୍ , Noun , ନ୍‌ ମାର୍‌ 
 jingle of coins , Noun       ," କାୟି କାୟି, ନେଟ୍କିତା.ସିଲ୍‌ ଲାରା ବାୟ୍‌ ସା, ମୁୟା "
 it , Pronoun , ଇଦ୍‌ 
 it's , Pronoun ," ଦିନାଦ୍‌, ଦାନାଦ୍‌ "
" itches, scabies ", Noun , ପାୟ୍‌ 
" ଗଙ୍କାନାଦ୍‌, ଦୁଲ୍‌ ଞେୟ୍‌, ସମିନ୍ଦେ, ତୁୟାନାଦ୍‌ ", Noun , ଗାଳୁ ବଗା 
 joker , Noun , ମିଡିକିତଣ୍ଡ 
" jostling, rubbing ", Noun , ନକ୍‌ କି 
" ତୁରୁସାନାଦ୍‌, ଆଚ୍ଚାନାଦ୍‌ ", Noun , ଗାଳୁ ବଗା 
 journey , Noun ," ସେଲ୍‌ ତାନାଦ୍‌, ଆଦାନ୍‌, ଦାନ୍‌ "
 jubilation , Noun , ସାର୍ଦାତ୍‌ ପାଣ୍ଡୁମ୍‌ 
 judge , Noun ," ନାୟାମ୍‌, ବିଚାର୍‌, ମାଡ଼ାନୋଣ୍ଡ "
 jug          , Noun , ମାଡ଼ାନୋଣ୍ଟ 
 juice        , Noun ," ଜୁସ୍‌, ସାର୍‌, ଜୃଶ୍‌ "
 jujube       , Noun , ରେଙ୍ଗା ମାଡ଼ା 
 junction     , Noun ," ନାଲୁ ପାକ୍‌ କା, ରୋଡ଼୍‌ କାଲିୟାନାଦ୍‌ "
 kettle       , Noun ," କାପ୍‌ ସାଟାନ୍‌, ମାଡ଼ାନ୍‌ "
 key          , Noun ," ତାଲାତ୍‌ କାୟ୍‌ କ୍‌, ତାଲାମ୍‌, ଚେୟ୍‌, ତେମୁଁ "
 jungle deer , Noun , ଗରି 
 jungle roots , Noun , ମାଟ୍‌ ଟି 
" kidney, urinary bladder ", Noun , କେରି ଗୋଣ୍ଡାମ୍‌ 
 1005 , Noun ," ତାମୁସ୍୍‌, ସୂତୁଲୋର୍‌, ପିଲ୍‌ ଲାର୍‌ "
" killer, murderer ", Noun , ଆୱ୍‌ କାନୋଣ୍ଟ 
 kind of a deer , Noun ," ମେଣ୍ଟ, ମେଣ୍ଢେ "
 kind of frog in hollow , Noun , ତଣ୍ଡ କମ୍‌ ରେଲ୍‌ 
 kind of frog in house , Noun , ଗନ୍ଧ ଗୟେଲ୍‌ 
 kind of insect , Noun , ପୁଡି 
 kind of spider , Noun , ତୁଏବାଲେ 
 kind of vegetable , Noun ," କୁଚିର୍‌, ମାଚିର୍‌ "
 ରି ଡଣା କାୟା , Noun , କାୟା 
 kind of disease , Noun , ମୁଟ୍ଟା 
 ତୋପିସାନାଦ୍‌       , Noun           , ତୋପିସାନାଦ୍‌  
 କେତାନାଦ୍‌         , Noun           , କେତାନାଦ୍‌  
 kind            , Noun           , ପଦଲା            
 ପାଣ୍ଡୁମ୍‌          , Noun           , ପାଣ୍ଡୁମ୍‌        
 kind of fish    , Noun           , ଗେରସ କୀକେ        
 ତାର୍‌           , Noun           , ତାର୍‌             
 @6¢'            , Noun           , @6¢'            
 ବୁସ           , Noun           , ବୁସ             
 ଲୁଗେ           , Noun           , ଲୁଗେ            
 kind of flower  , Noun           , ଇକ୍‌ କୁ          
 ଇଢୁ-ଇକ୍‌        , Noun           , ଇଢୁ-ଇକ୍‌         
 କାନାକାମ୍ବାରା , Noun           , କାନାକାମ୍ବାରା   
 ଟଗୋର୍‌          , Noun           , ଟଗୋର୍‌         
 ଇଟ୍‌ ଲି         , Noun           , ଇଟ୍‌ ଲି         
 ପୂଙ୍ଗାର୍‌       , Noun           , ପୂଙ୍ଗାର୍‌        
 kind of fruit   , Noun           ," ଏଡ଼େକା,ଏର୍କା     "
 ^ ତୁମୁଡ଼ି       , Noun           , ^ ତୁମୁଡ଼ି        
 ପାର୍ଚେଲି      , Noun           , ପାର୍ଚେଲି         
 kind of herbal plant , Noun     , ଆପା             
 kind , Noun ," ରାଶା ମାଟି ,ପାୟ୍‌ ମୂଲ୍‌, ମାଟି "
 jungle , Noun , - 
 root , Noun ," କରଞ୍ଜ୍ୟକରଶ୍‌, ମାଟି "
 GAB , Noun , - 
 GA , Noun , ମାଟି 
 kind , Noun ," ଗେରା, ନୀ, ଗାଡ଼ା "
 oil , Noun , ନୀ 
 fruit , Noun , ଗେରା 
 tiger , Noun ," ଗଣ୍ଡ, ରାସ୍‌, କୋଣ୍ଡୁମ୍‌ "
 6ag             , Noun               , ମା               
 ସାରଗ୍‌         , Noun               , ମାଡ଼ା            
 ତରି-ଗୋୟ୍‌     , Noun               , --                
 kind of jungle root , Noun               , କେଶ୍‌            
 king            , Noun               , ରାଜାଲ୍‌          
 king cobra      , Noun               , ନେୟ୍‌            
 king fisher     , Noun               , ଏର୍‌ କିକାଡ଼       
 king vulture    , Noun               , ଡାମୋର୍‌          
 kingdom         , Noun               , ରାଜ୍ୟେମ୍‌         
 kingdom of God  , Noun               , ପାରାମେଶ୍ରାରିନ୍‌ 
 kinship         , Noun               , କୁଟୁମ୍‌         
 kitchen         , Noun               , ସାଣ୍ଟା ତୁଙ୍ଗାନାକ୍‌ 
 kitchen knife   , Noun               , ପନିକି କାଚ଼େର୍‌ 
 kite bird       , Noun               , ମାଲ୍‌ ସୁରିୟାଡ଼୍‌  
 knavery         , Noun               , ତାନ୍ରାମ୍‌ ବଲିସାନାଦ୍‌ 
 knead mixing flour , Noun               , ପିସକାନାଦ୍‌     
 knee            , Noun               , ବଟମିଣ୍ଡା         
kneel,Noun,କୁଦାନାଦ୍‌
knife,Noun,"କାଚେର୍‌, ଜାଟ୍‌"
knife cutting,Noun,କାଚେର୍‌ ତେଗ୍‌
"knife,sword",Noun,ସୁର୍କାଚେର
knot,Noun,"ଗାଟ୍‌, ମୁଲା"
know,Noun,ପୁନ୍ଦାନାଦ୍‌
knowledge,Noun,ବୁଦି
"kola man,priest",Noun,ପୁଜେର୍‌
 lack , Noun ," ଲୋ, 2 "
" lack respect,shame ", Noun ," ସିଗାଲ୍‌, ମାଲାମ୍‌, ସିକ୍‌ ଇଭୋର୍‌ "
 ladder , Noun ," ତା ମ୍ା, ତାପା, ଗାଣି, ଟେଡ଼୍‌ "
 ladle , Noun ," ଗାଣି, ଟେଡ଼୍‌ "
 lady , Noun , ନାଟା 
 lady's finger , Noun ," ସୁକାର୍‌ ବେଣ୍ଡି, କାୟା "
" lame person or man, handicapped ", Noun , କୁଟାଲ୍‌ 
 lame woman , Noun , କୁଟୋଲ୍‌ 
 lamp , Noun ," ଡିବିରି, ଦିପେମ୍‌ "
 lamp stand , Noun ," ପିତା, ଦିପେମ୍‌, ଓାଟାନ୍‌ ବାଲ୍‌ ଲା "
 land festival , Noun , ଭୀମୁଡ଼ି ପାଣ୍ଡୁମ୍‌ 
 language , Noun ," ଗୋଟୁ, ମାଟା "
 lap , Noun , ବୋରା 
 large house , Noun , ବା
 large intestine       , Noun          , ବାଡ଼ିୟା         
 large size basket's which use for store the grains , Noun , ଗୁଲା 
 large stone-rock      , Noun          , ବାଣ୍ଡିରାଯ୍‌    
 large wide mouthed vessel , Noun     , ସି            
 last day              , Noun         , ନିନ୍ନେଟ୍‌ ରୋଜ୍‌ 
 last month            , Noun         , ଆଭା ନେଲା      
 last night            , Noun         , ନିନ୍ନେଟ୍‌ ନାର୍କା 
 last year             , Noun         , ନୀରି           
 late evening          , Noun         , ମୁଲପେ          
 latrine               , Noun         , ପେଲାନାଙ୍କ୍‌ ଗାଦ୍‌ 
 latticed window       , Noun         , ତୁର୍‌ ବସା      
 laughter              , Noun         , କାଓ୍‌ ସାନୋଣ୍ଡ    
 law                   , Noun         , ନିୟାମ୍‌         
 lawn grass            , Noun         , ଗାର୍‌ କି ଗାଟ୍‌  
 lawyer                , Noun         , ଓାକିଲ୍‌         
 lay down                      , Noun             , ପାଟା            
 laziness                      , Noun             , ମଣ୍ୁ             
 lazy man                      , Noun             , ପାନ୍ଦି          
 lead                          , Noun             , ଆର୍‌ ତୋପିସାନାଦ୍‌ 
 leader                        , Noun             , ପେଦାଲ୍‌         
 leaf                          , Noun             , ଆକ୍‌            
 leaf basket                   , Noun             , ଡପ୍‌ ପା         
 leaf-plate                    , Noun             , ସସ୍‌ ତ୍ରି ଡପ୍‌ ପା 
 leafstalk                     , Noun             , ତଡ଼୍‌ ମେ        
 leakage                       , Noun             , ଲୋନ୍‌ ଏଡ୍‌ ଭା    
 least stroke of a pen         , Noun             , ରାଶ୍‌ ତାମୁକ୍‌ କା 
 lecture , Noun , ଗାଟି ମାଟା କେଭାନାଦ୍‌ 
 leech , Noun , ଜେଡିୟା 
 left hand , Noun , ରଡାକାୟ୍‌ 
 left leg , Noun , ରଡାକାଲ୍‌ 
 leg , Noun , କାଲ୍‌ 
 leg of a cot , Noun ," କୋସୁଲ୍‌, କାଳୁଲ୍‌, କସୁଲ୍‌ "
 legend , Noun ," ମୁନ୍ନେଟୋର୍‌ ମାଟା, ଗଟି "
 leopard , Noun , କୁକାଲ୍‌ ଗୋଣ୍ଣ୍ରାସ୍‌ 
 leopard roars , Noun ," କୁକାଲ୍‌ ଢୁର୍କ୍‌, ଡୁର୍କ କେୟିତା "
 lemon tree , Noun , ରିମା ମାରା 
" lemon juice, lime ", Noun ," ରିମାକାୟା, ପିରାନାଦ୍‌, ରିମ୍‌ ମା ଏର୍‌ "
 lend , Noun , ବାକି ଭଦାନାଦ୍‌ 
 lesson , Noun , ପାଠ୍‌ 
 leprosy , Noun ," କୁସ୍‌ ଟି, ମାଢା ରୋକାମ୍‌ "
 ପିସାନାଦ୍‌ , Noun , ପିସାନାଦ୍‌ 
 ଜାରିସାନାଦ୍‌ , Noun , ଜାରିସାନାଦ୍‌ 
 ୱଡ଼୍‌ , Noun , ୱଡ଼୍‌ 
 ସୀଦାନାଦ୍‌ , Noun , ସୀଦାନାଦ୍‌ 
 license , Noun , ମାଟା 
 permission , Noun , ମାଟା 
 lid , Noun , ମୁଚାନାଦ୍‌ 
 mat , Noun , ମାଟା 
 life , Noun , ପ୍ରାଣାମ୍‌ 
 life , Noun , ପାନାମ୍‌ 
 life , Noun , ବାଦ୍‌ 
 life span , Noun , ଗାର୍କ୍‌ 
 light , Noun , ଞେସ୍‌ 
 light , Noun , ଞେନେଲ୍‌ 
 lightning , Noun , ସେନ୍‌ ନେଲ୍‌ 
 maid , Noun , ବାଇଶ୍ନବ 
 circus , Noun , ସାର୍କେଟ୍‌ 
 love , Noun , କୋରାନାଦ୍‌ 
 longing , Noun , କୋରାନାଦ୍‌ 
 lily , Noun , ପୂଙ୍ଗା 
 limbs , Noun , ମେନ୍ଦୁଲ୍‌ ତ୍‌ ମାନ୍ଦାଙ୍କ୍‌ 
 lime stone   , Noun.          , ଚୁନାମ୍‌ କାଲ୍‌ 
 Q            , Noun.          , ନାରୂର୍‌ କିଙ୍କ୍‌ ପି ସାନାଦ୍‌ 
 line formed by the parted hair on woman's head , Noun. ," ସାଲେ,ଜାଲେ ଜାଲେ "
" line up, line of people for inspection ", Noun. , ସାଲେ ସାଲେ -ଜାଲା ଜାଲା ଓଟା 
 lion         , Noun.          , ସିମ୍‌           
 lion roars   , Noun.          , କେ ଭତା         
 lips         , Noun.          , ପେଦୁଞେ          
" little cormorant bird, coal goose ", Noun. ," ଏକାକାର୍‌, ଏର୍‌ କାକାଡ଼୍‌ "
 little while , Noun.          , ଚୁଡୁଟ୍‌        
 livelihood   , Noun.          , ବାଳୁ             
 liver , Noun , ଦର୍ବା 
 lizard , Noun , ଗିଲେକ ଡ଼କା 
 load , Noun , ମୋସିମ୍‌ 
" loan, credit ", Noun ," ଉଦାର୍‌, ଆପ୍‌, ବାକି "
 lock the door , Noun ," ଗୁମାତାକାପାନକା, ତା ଗର କାୟ୍‌ ଦେ ତାଲେମ୍‌, ଓଟ୍ଟା "
 locker , Noun ," ତାଲାକାୟି, କାପ୍‌ ପା "
" locusts, grasshopper ", Noun , ଇଟ୍‌ କେ 
 log of wood , Noun , ମଦ୍‌ 
" loin cloth, body cover with piece of cloth ", Noun ," ଉତ୍‌ ଗୋଶ୍‌, ମାତୋଣ୍ଡ, ଉଦ୍ଦାଡ଼୍‌ "
 long narrow wooden comb for clearing the hair of nits and lice , Noun , ପାଡ଼ିୟାମ୍‌ 
 long teeth , Noun , କୀସ୍‌ ପାଲ୍‌ 
 longing , Noun ," କୋରାନାଦ୍‌, ନାର୍ଗେ ଇଷ୍ଟାମ୍‌ ଆଦାନାଦ୍‌, ନେଚାନାଦ୍‌ "
" looking glass, mirror ", Noun , ଆଦାମ୍‌ 
" loot, plunder ", Noun , ଡଙ୍ଗାନାଦ୍‌ 
 looter , Noun ," ଜୋକ୍‌ କା, ସାଙ୍ଗୋ, ଜାତା ମାଞ୍ଚି, ସାଡ୍‌ ମାଞ୍ଜା, ଡଙ୍ଗାନାଦ୍‌ "
" loss, damage ", Noun ," ନାଷ୍ଟୀମ୍‌, ମାଡ଼ିଭୋଣ୍ତ "
 lot , Noun ," ଏକ୍‌, ଓା, ଦିବେଡ଼, ଡିଟାଙ୍ଗ୍‌ "
 lotus , Noun , ପଦ୍ମ ପୂରଙ୍ଗାର୍‌ 
 louse , Noun ," ଡାଡି, ପର୍‌ କି, ଇର୍‌ କ୍‌, ତକ୍‌ ସି "
 love , Noun ," ପ୍ରେମା, ପ୍ରିୟାମ୍‌ "
 love story , Noun ," ପେମାତ୍‌, କାତ୍ତାଞେଚୋଡ଼୍‌ "
 loveliness , Noun ," ନେଚାନାଦ୍‌, କୋରାନାଦ୍‌, ମେଲ୍‌ ତା ଇଷ୍ଟାମ୍‌, ରୁଚୁ "
 madness , Noun , ପିଚା ଓାଣ୍ଡୁ 
 magic , Noun , ମାୟ୍‌ ମାରାମ୍‌ 
 mahout , Noun , ଏନ୍‌ ଦା ମାନ୍ଦାନ୍‌ ନରୁଣ୍ତ 
 mahua flower , Noun , ଇକୁ 
 mahuva tree , Noun ," ଇର୍କ୍‌ ମାରା, ଇଡ଼୍‌ ମାଡ଼ା "
 maize tree , Noun ," ଜହା କାରା, ପଟ୍‌, କାରା "
 low jungle , Noun , ରିସିତ୍‌ 
 thicket , Noun , ଗୁବ୍‌ 
" low, heap, mountains ", Noun , ତା ମାନ୍ଦାନୋର୍‌ 
 lower back tooth , Noun , ଆଡ଼ିଗି 
 lower lip , Noun , ପାଲ୍‌ କ୍‌ ପାଲ୍‌ କ୍‌ 
 Lucifer , Noun , ଶୟତାନ୍‌ 
 low status , Noun ," ମାନ୍ଦାନୋଣ୍ଡ, ବାଡ଼ିୟା "
 make a kissing sound , Noun , ତାନାଦ୍‌ 
 luck              , Noun            , ଆଡୁଷ୍ଟାମ୍‌        
 luggage           , Noun            , -                
 lunar eclipse     , Noun            , -                
 lunch             , Noun            , ପାୟାଲ୍‌ ଦୋଡ଼ା    
 lungs             , Noun            , ନେଲା            
 lust              , Noun            , ପୀନ୍ଦା ଇଷ୍ଟାମ୍‌ 
