English Word,Part of Speech,Odia Translation
 mill                , Noun           , ମିଲ୍‌           
 millipede           , Noun           , ତେରେଲ ପେତେ     
 mind                , Noun           ," ବୁଝି, ମାନ୍‌, ଆଲ୍‌ ପ୍‌, ଜୀଓା "
 mine                , Pronoun        , ନାଓାଁକୁ        
 miner               , Noun           ," କାଲ୍‌ କ୍‌ ଡେୱାନ୍‌, କୂଲିନୋର୍‌ "
 minerals            , Noun           ," ବୂମ୍‌ @@6a ମାନ୍ଦାନାଦ୍‌ କାଲ୍‌, ରାୟ୍‌,ଓୱାର୍‌ "
 minimum             , Adjective      , କାମ୍‌          
 minister            , Noun           ," ନେତା, AG       "
 minnow              , Noun           , କାଙ୍କା କୀକେ    
 minor               , Adjective      ," କାମ୍‌ ଓାୟ୍‌ ସ୍‌, ନାରୂର୍‌ "
 minute              , Noun           , ନିମିସା         
 minutely            , Adverb         ," ଜେୟ୍‌ ୟା ସାୟା, ଉଡ଼ାନାଦ୍‌ "
 miracle             , Noun           ," ଉଡ଼ି ସେଦ୍‌ ଞେଦା, ଆଦାନାଦ୍‌, ଦାଦ୍‌, ରେଲାନ, ମେଲ୍‌ ତା ପାଡ଼ିୟ୍‌ "
 mirror              , Noun           , ଆଦାମ୍‌         
 misappropriation    , Noun           ," ବୋଲସଭଦାନାଦ୍‌, ଞୌୋ ଦାନାଦ୍‌, ପିଲ୍‌ ଲା ଡଙ୍କା, ଡକାତା କାର୍‌ ପ"
 mischief , Noun , ଉପ୍‌ ପାନାଦ୍‌ 
 (of children) mischief , Noun , ତୁଙ୍ଗାନାଦ୍‌ 
 miserable life , Adjective , ଜୀୱାମ୍‌ 
 miserly person , Adjective , ଶ୍‌ 
 misery , Noun , ଗାଇଁ 
 misfortune , Noun , କାରାବ୍‌ ଆଡୁଷ୍ଟାମ୍‌ 
" mishap, accident, casualty ", Noun ," ସାଟ୍‌ କେ ଦେବା, କାଷ୍ଟାମ୍‌, ତିପାଲ୍‌ ତାଗାଲ୍‌, ନାଦ୍‌ "
" mislead, misguide ", Verb , ମାପିଦାନାଦ୍‌ 
 miss , Adjective ," ମାୟ୍‌, ଆତ୍‌, ଗାତୁଲ୍‌, ଲେୟ୍‌ ଦାଡ଼୍‌ "
" mist, haze ", Noun , ମୁଡ଼େମ୍‌ 
 mistake , Noun ," ନେରାମ୍‌, ତାପ୍‌ ପୁ "
 mistress , Noun , ମେଲ୍‌ ତା ନାଟାଡ଼୍‌ 
" mix the water, stirred up ", Verb , କେଲ୍‌ କାନାଦ୍‌ 
 mix up (disorder) , Noun , ମନ୍ଦି କାଲ୍‌ ପାନାଦ୍‌ 
 mixing , Verb , କାଲପି 
 mock , Verb ," କାନାଦ୍‌, ନାଟ୍‌ କା ଆଦାନାଦ୍‌ "
 mockery , Noun , କାନାଡ୍ଡା 
 mockingly , Adverb , ମିଡୁକୋରେ 
 modern days , Adjective , ଇଂଜେଟ୍‌ କାଲାମ୍‌ 
 modesty , Noun , ନେମ୍‌ MI 
 molar tooth , Noun , ଗାୱ୍‌ ଗା ଆତିୟା ପାଲ୍‌ 
 mole              , Noun              ," ଆନା ସୁକା, ଆନାଲ୍‌ "
 moment            , Noun              , ସାମାୟାମ୍‌ 
 Monday            , Noun              , ସୋମ୍‌ ଏାଁରାମ୍‌ 
 money             , Noun              , ଡାବ୍‌ କୁ 
 money paisa       , Noun              , ଡାବ୍‌ ପାଇସା 
 money purse       , Noun              , ମୁନା ସାଞ୍ଚ୍‌ 
 moneylender       , Noun              ," ଡାବ୍‌ କ୍‌ ବାକି, ଭଦାନୋର୍‌ "
 mongoose          , Noun              , ବେଣ୍ଟ୍‌ ଉପେ 
 monitor lizard    , Noun              , ନେଇନଞ୍ଜା 
 monkey            , Noun              , ହୁମ୍‌ 
 monkey chatters   , Noun              , ହୁମ୍‌ 
 monotone          , Noun              ," ସାମାଙ୍ଗ୍‌ ଲେଙ୍‌, ସାମାଙ୍କ୍‌ ଲେ୍‌ "
 month             , Noun              , ନେଲା 
 moon              , Noun              , ନେଲା 
 moon day          , Noun              , ଲେନ୍ତା ନେଲା 
 moonlight night   , Noun              ," ନେଲାଞେନେଲ୍‌ ତ୍‌, ନେଲାଞେନୋଲ୍‌ ତ୍‌ "
 moral             , Noun              , ନିୟାୟାମ୍‌ ତ୍‌ ମାଟା 
 morally worst     , Adjective         , ଲାଞ୍ଜାତାନାମ୍‌ 
 more              , Adjective         , ଆଧିକ  
 moreover          , Adverb            , ବା 
 morning           , Noun              ," ସ୍ତେୱ, ନାର୍କ "
 morning star      , Noun              , ସିୟ୍‌ ଭକ୍‌ କାମ୍‌ 
 mortal            , Adjective         , ଡଲ୍‌ ଲାନାଦ୍‌ 
 mortar            , Noun              , ସିମେଣ୍ଟ୍‌ ମାସାଲା 
 mosquito          , Noun              , ନୁଲେ 
 mosquito net      , Noun              , ନୁଲେ ଓଲା 
 moss              , Noun              , ନାସ୍‌  
 mother , Noun ," ୟାଏ, ୟାୟୋ "
" mother in law, aunty ", Noun , ପୟେ 
 mother land , Noun , ବୂମ୍‌ ୟାୟୋ 
 mother's father , Noun , ତାତାଲ୍‌ 
 mother's mother(grandmother) , Noun , କାକ 
" mother's younger sister, stepmother ", Noun , ସିନି ୟାୟୋ 
 mother-in-law , Noun , ପୋୟେ 
 mountain , Noun ," ମେଟା, 6¢1¢! "
 mountain goat , Noun , ଗରେ 
 mountain hawk eagle , Noun ," IQR, ANE "
 mountain ranges , Noun ," କାଲିୟି ମାନ୍ଦା, ମେଟ୍ଟା, ମାନ୍ଦାନଦ୍‌ "
 mourning , Verb ," ନେସ୍‌ କି ନେସ୍‌ କି, ଗୁଣି ale ସି କେୟାନାଦ୍‌ "
 mouse , Noun , ସିଟିକାଲ୍‌ ACA 
 moustache , Noun ," ମିସମ୍‌, ମିଶୋକ୍‌ "
 mouth , Noun ," AIGA, ପାୟୁର "
 movable , Adjective ," ଦ୍‌, ମେଦୁଲାନାଦ୍‌, AMIE, AGE! "
 move , Verb ," @@1 GI, କୁଶ୍‌ ଶା, ଜାର୍‌ ଗା "
 mountain pass , Noun ," ଞିରୋଦାମ୍‌ ତେ, @6QI@IE] ତେ "
" moving, shaking ", Verb ," ଓାଦ୍‌ ଓାଦ୍‌, ମିନ୍ଦେ "
 mow the grass , Verb ," ଗାଡ଼୍‌ କୟ, ତାନାଦ୍‌ "
 much , Adjective , ଆଛୋଟ୍‌ 
 mucus , Noun , ପାଣୀସେମ୍‌ 
 phlegm , Noun , ପାଣୀସେମ୍‌ 
 mud , Noun , ବୁର୍ଦା 
 mud pot , Noun , ବୁର୍ଦା 
 muddy water , Adjective , ମାଟ୍ଟିକୋଳ୍ଯ୍ୟ 
 multiply , Verb , ଗୁଣାକାର କରିବା 
 increase , Verb , ବୃଦ୍ଧି ପାଇଁ 
 murmuring , Noun , ଆରାମ୍ଭି ଗୁଆସ 
 muscles , Noun , ମାଂସ 
 meat , Noun , ମାଂସ 
 mushroom , Noun , ଛତ୍ରାନାଳି 
 musical instruments , Noun , ସଙ୍ଗୀତ ଉପକରଣ 
 musk rat , Noun , କଟେଲ୍‌ 
 white rat , Noun , କଟେଲ୍‌ 
 must , Verb , ଆବଶ୍ୟକ 
 mustard , Noun , ସର୍ସୋ 
 mustard oil , Noun , ସରସ ତେଲ 
" my, mine-singular ", Pronoun , ମୋର 
 myna , Noun , ମାଇନା 
 myself , Pronoun , ଆମେ ସ୍ୱଭାବିକ ରୀତେ 
 mystery , Noun , ରହସ୍ୟ 
 nail , Noun , ମଲେ 
 nail(of hand) , Noun ," ଗୋକ୍‌, ଗୋର୍‌, ଏନ୍‌ ଶ୍‌ "
" nailed, pierced, hammer ", Adjective , କୂଟ କଟଭୋର୍‌ 
 naked , Adjective , ଦୁଙ୍ଁ ଦୁଙ୍ଗା 
 name , Noun , ପେଦେର୍‌ 
 naming ceremony , Noun , ପୂରୁକ୍‌ 
 nape , Noun ," ଚେମ୍ପା, ପିଟ୍‌ ଗୁତୁମ୍‌ "
 narrow , Adjective , ଆଙ୍ଗ 
 narrow place of stem of tree(houses) , Noun , ସାରା 
" narrowness winding lane,alley,nook ", Noun , ପାଇନ୍ଦ୍‌ 
 native spade , Noun , କୋଦାଳ 
 natural , Adjective ," ଆଦାନାଦ୍‌, ବେସ କେ ବାରେ, ନାଢ଼ୂତାନାଦ୍‌ "
 nature , Noun , ମାବ୍‌ ନୁ ବୂମ୍‌ 
" nausea, retching ", Noun ," ତେମ୍ା, ଓାଟାନାଦ୍‌ "
 navel , Noun , ବହୁ 
 navy , Noun , ନୋର୍‌ କ୍‌ 
 naxals , Noun ," ଆନାଲୋର, ଗୁପ୍‌, ପାଲୋର୍‌, ନାର୍କାଟ୍ଟୋର୍‌ "
 near , Adposition ," ଦେଗେର୍‌, ସୋପ୍‌, ପେ, ଗାରେ "
 nearly , Adjective , AIGA ଗାରେ 
 neat , Noun , ସାୟା ମାନ୍ଦାନାଦ୍ 
 necessary , Adjective ," ସାରାମ୍, କାଞାଲ୍ "
 neck , Noun , ଡେଡେର୍ କୁତ୍ କି 
 necklace , Noun , ନେଙ୍କ 
 need , Adjective , AIGIA 
 needle , Noun , ସୁଦ୍ 
 neem tree , Noun , ମାରା 
 neighbour , Noun , ଲୋତା ଗାରେତଣ୍ତ 
 neither..nor , Correlative connective , ଇଦ୍ ବା ଆୟ୍ୟୋ ଆଦ୍ ବା ଆୟ୍ୟୋ 
 nephew , Noun , ଏଣ୍ତଡା ମାର୍ 
 nepotism , Noun ," କୋରାନାଦ୍‌, ନେଚାନାଦ୍ "
 nerve , Noun , ନାର୍ସ କ୍ 
 nervous , Adjective , ଓାଣ୍ କ୍ ତୋଣ୍ଡ 
 nervous debility , Noun , ନାର୍‌ ସ୍ କ୍ ତେଡ଼ାନ୍ ରୋଗାମ୍‌ 
" nervous, agitated ", Adjective , ପାଣାମ୍ ଗାଦ୍ ଗାଦ୍ ଆତା 
 nest , Noun , ତୁପା 
 net , Noun , ଆଲୁ 
 never , Adverb ," ବେଶ୍ କେ ବା, ବେପ୍ ପୋଡ଼୍ ଆୟ୍ୟୋ "
" nevertheless, still ", Coordinating connective , ମାତ୍ କେ ବା 
 new , Adjective ," କତା, ପୂନା "
 newborn , Adjective , ପୁନା 
 a            , Adjective&Article   , ଅରୋଟ୍‌          
 accordingly  , Adverb         , ଆଦିଙ୍କ୍‌ ଲେକେ     
 new-comer    , Noun           ," କତାଙ୍ଗ୍‌ ,ପୂନା ଓାଦାନୋର୍‌ "
 new shirt    , Noun           , ମେନ୍ତା କୁସାମ୍‌         
 news         , Noun           , କାବୁର୍‌           
 next month   , Preposition    ," ତୋପାନ୍‌ ନେଲା, ଏାଦାନ୍‌ ନେଲ୍ଲା "
 day after tomorrow , Noun     , ପିର୍ନେଟ୍‌ କ୍‌ 
 nicely       , Adverb         ," ମେଲ୍‌ ତା, ସାୟାମ୍‌ ତେ, ସୋକ୍‌ ତେ "
 niche        , Noun           , ଦୀପେମ୍‌ ଡିୱ୍‌ ରି ବୀଡ଼ା 
 nickname     , Adjective     , ପେଦେର୍‌          
 niece        , Noun           , ଏଣ୍ଡ ମାୟାଡ଼୍‌       
 niggard      , Noun           , ପିନୁଂସିଲ୍‌        
 niggardliness , Noun           ," ସୁଲ୍‌,ଇର୍‌ ରେଲ୍‌ "
 night        , Noun           , ନାର୍କା           
 night flowering jasmine , Noun ," ଗାର୍‌ ମାଡ଼ା, ପଦାଲା "
 night pollution , Noun       , କାରାପ୍‌ କାଲାଦ୍‌     
 nightingale  , Noun           , ସିତାଡ଼୍‌ ପିଟେ     
 nightmare    , Noun           , କାରାବ୍‌ କାଲ୍‌ ଓରାମ୍‌ 
 nine         , Numeral        ," ତମିଦ୍‌, ନୋ       "
 nineteen     , Numeral        , ପାଦିନୋ          
 ninety       , Numeral        , ତମେୟ୍‌           
,,
 nip off , Verb , ରଟା ପିଙ୍କାନାଦ୍‌ 
 nipping , Adjective , କିଡ୍ଲିସାନାଦ୍‌ 
 sensitive , Adjective , FEAIGIQ 
 nipping-friendly , Adjective , ଗିଲ୍ଲାନାଦ୍‌ 
 nipple , Noun , ପଟ୍‌ 
 leaf stalk , Noun ,  
 tattume(much 69) , Noun , ତତୁ ମେ(ମୁଚ୍‌ ଚେ) 
 according , Adverb ," ଆୟ୍ୟୋ, ଇଲେ "
 no cover , Noun ,  
 no digestion , Adjective , Agel 
 no less than , Correlative connective , ଆଦିଙ୍କ କାନ୍ନା 
 no motion , Noun , ପେଲାଟାମ୍‌ ଇଲେ 
 constipation , Noun ,  
 no one , Pronoun ," ବେନୋଣୁ ବା, GEER "
 no one for care , Noun ," ଦିକ୍‌ AN, ଞ୍ଜୋର୍‌ "
 no one in the house , Noun ," ସିମୁନ୍‌, ମିନ୍ଦେ "
 no one is differ , Adjective ," ବେନଣ୍ଡ, ଆୟଣ୍ଠ 6aca "
 no sense , Noun ," ନଦିଲେ, ନୟ୍‌, ୟୋ, ନପ୍‌ ମାନୋ "
 no sooner....than , Correlative connective , ଆତା କି ଆୟ୍ୟୋ 
 NO sour , Noun , ପୁଲିଲେ 
 no value , Noun , ଆନ୍‌ ଗାଲ୍‌ Qe 
" oar, paddle ", Noun , ଓଡ଼ା ଟେଡ୍‌ ବାଲା 
 obey , Verb ," ୮:୮୬. FIGS, FIG!, କେଞ୍ଚାନାଦ୍‌ "
 nod , Verb , ତାଲା ଗୁଞ୍ଜାନାଦ୍‌ 
 noised , Noun , ରାମ A RECA 
 noiselessly , Adverb , ଚାମ୍‌ 
 non vegetarian , Noun , କ୍ଲ 
 non violence , Adjective ," କୋପାମ୍‌, ଆଲ୍‌ "
 non-co-operation , Noun , କାଲିୟ୍‌ କଟ୍‌ ଞରାନାଦ୍‌ 
 noon , Noun , ମାଦ୍‌ ନାମ୍‌ 
 normally , Adverb ," ବେଶ୍‌ କେ ବା, ନିୟାମ୍‌ ତେ, ରଲ୍‌ ତେ "
 nose , Noun ," ମସର, ମୋସରି "
 nosering , Noun , ମସର୍‌ ମୁଦା କାମ୍ମେ 
 nostrils , Noun , ମସେର୍‌ - ନେଶ୍‌ କାଡ୍‌ ତ୍‌ ପଡ଼ିୟ୍‌ 
 not , Noun ," ଆୟ୍ୟୋ, ଇଲ୍‌ ଲେ "
 not properly functioning , Adjective , ନାଡ଼ତାଟାମ୍‌ ଇଲେ 
 not accept , Verb , ଅପ୍‌ ପୋର୍‌ 
 not available , Adjective , ANGI 
 not clear(water)impure , Noun , କାଲ ସ୍‌ 
 not digest , Adjective , ଆଦିଲ୍ଲେ 
 not enough space , Adjective , ପଡ଼ିୟ୍‌ ପୟ୍‌ 
 object , Noun ," ଆଲ୍‌, ଆର୍ଦାମ୍‌, ମାଟା "
 obscenity , Noun ," ଆଡୁଗୋଲ୍‌, କାସି "
,,
 not , Adverb , ନାହିଁ 
 good , Adjective , ସୁନ୍ଦର 
 road , Noun , ସଡକ 
 known , Verb , ଜାଣିଲେ ନାହିଁ 
 listen , Verb , ଶ୍ରୁତି କରିବା 
 make known other's , Adjective , ପରମାଣବିକ 
 only , Adverb , କେବଳ 
 but also , Subordinating connective , ଏବଂ ଯେତେବେଳେ 
 wash , Verb , ଧୋଓନା 
 note paper , Noun , ନୋଟ କାଗଜ 
 nothing , Adjective , କିଛିନ୍ୟା 
 known-innocent , Noun , ବିନା ଜ୍ଞାତ 
 notice , Noun , ଲେଖ 
 notorious , Adjective , ଖରାପ 
 nourish , Verb , ପାଳନ 
 novelty , Noun , ନୂଆକଲାପ 
 now , Adverb , ଏହିବର୍ତା 
 now it self , Adverb , ସ୍ୱଯଂ ଏହିବର୍ତା 
 nowhere , Adverb , କୌଣସି ଜାଗା ନାହିଁ 
" numbers, to count ", Verb , ଗଣନା 
 nursery , Noun , ନର୍ସେରୀ 
 observation , Noun , ମନ୍ଦିର 
 observe , Verb , ଦ୍ୱାରା ଦେଖାଇଥିବା 
 obstacle , Noun ," କେଞ୍ଜାନାଦ୍‌, ଆଡାମ୍‌ "
 obstinacy , Noun , ଆଡାମ୍‌ 
 inflexible , Adjective , ଗାଟି ପୀଲା AQ 
 occasionally , Adverb , ବେସ୍‌ କେ 
 occurrence , Noun ," ମାଟା, ଓିଷାୟାମ୍‌, ଆଦାନାଦ୍‌ "
 not applicable , Preposition ," ନାଦ୍‌, ଉନାଦ୍‌, ଉରାଦ୍‌, ଦୁରାମ୍‌ "
 offal , Noun , AGE ତାଦ୍‌ 
 offence , Noun ," ନେରାମ୍‌, ତାପ୍‌ ପୁ "
 offer , Noun , ୮୪/୮୨. ଅପିଦାନାଦ୍‌ 
 offering , Noun ," ଚାନ୍ଦା, ଭଦାନାଦ୍ଧ ହଣ, ଅର୍ପିତ ଦାନ ବା "
" often, repeatedly ", Adverb ," ମାଲ୍‌ ଲା, ମେଣ୍ଡେ ମେଣ୍ଡେ, ନାର୍ଗେ ତାମ୍‌ "
 not applicable , Interjection ," ଓ ୟାୟୋ, ଓ "
 oil , Noun ," ନିୟ୍‌, ସା "
 oil-press , Noun ," FQ ନେସ୍‌, ସିତର୍‌-ଗେରାନିୟ୍‌ ନେତାନାଦ୍‌ "
 oil used for grey-hair , Noun ," କେଲ୍‌ କ୍‌ ଜୂରା ନ୍‌, କାରି ଆଦାନ୍‌ ନିୟ୍‌ "
" oil, ghee ", Noun , ପାଲ୍‌ ନିୟ୍‌ 
 oiling , Verb , ନୀ ନେତା ନାଦ୍‌ 
 ointment , Noun , ରାସାନାଙ୍କ୍‌ ମାତ୍‌ 
 old , Adjective , ୨୮୧୮. ଓାୟାଶ୍‌ 
 a , Adjective&Article , ଅରୋଟ୍‌ 
 accordingly , Adverb , ଆଦିଙ୍କ୍‌ ଲେକେ 
 ale , Noun , *no common value* 
 by reason of , Preposition , ଆଦକ୍‌ 
 in behalf of , Preposition , ପେଦେର୍‌ 
 in the sky , Adposition , ମାବି ନାଗ୍‌ 
 old age , Noun , ମୁନ୍ନେଟ୍‌ କାଲାମ୍‌ 
 old friend , Noun , ମୁନ୍ରେଟ୍‌ ଯାଭା 
 old man , Noun , ମୁୟ୍‌ ତୋଣ୍ଡ 
 old woman , Noun , ମୁକାଦ୍‌ 
 on , Preposition , ପୋର 
 on account of , Adverb , ଏଡାକ୍‌ ଓତ୍‌ 
 on holidays , Adverb , ଛୁଟିତେ 
 once , Adverb ," ଅଣ୍ଡୋୟ୍‌ ତାମ୍‌, ଅର୍‌ଚୁଟ୍୍‌ "
 once again , Adverb , ମେଣ୍ଡନ୍‌ ତାମ୍‌ ସୁଟ୍‌-ମେଣ୍ଡୋନ୍‌ ତାମ୍‌-ମାଲ୍ଲା ଅର୍‌ ସୁଟ୍‌ 
 one ," Numeral, Adjective "," ଅରଟ୍‌, ଅ୍ୟବିଆକ୍‌, ଉଗ୍‌ବି, ସେକା "
 one another , Pronoun ," ଅସାଙ୍ଗତେ, କିଙ୍କ୍‌, ଆପନମେଁ "
 one day , Noun ," ଅକ୍‌ କା ଦିନାମ୍‌, ରୋଜୁ "
 one fourths , Noun , ନାଲୁ ମୁକା 
 one kg , Adjective ," ଓର୍‌ କେଜ୍‌, ଅଣ୍ଟୋୟ୍‌ କେଜ୍‌ "
 one place , Noun , ଓରପେ 
 one rupee , Noun , ରୁପାଇ 
 one side head pain , Noun , ଅର୍‌ ଗୋବା 
 one who possessed by a spirit , Noun ," ସାଲାମ୍‌ ଉଡାନର୍‌, ଏଁଲାମ୍‌ ଉଡାନର୍‌ "
,,
 Onion           , Noun           ," ଭଲ୍‌ ଲି, ଉଲ୍‌ ପାୟା"
 Only            , Adverb         , ମାଟୁଗେ 
 Adjective       , Adjective      ," ସେରୋନ୍‌, ଅରୋଟ୍‌, MGEA, AUG, AS "
 One             , Adjective      ," ଓରୋଟ୍‌, ଅଣ୍ଡୋୟ୍‌ "
 Son             , Noun           , ଅରୋଣେେ 
 Consent         , Verb           ," ଅପାନାଦ୍‌, ଏତାନାଦ୍‌ "
 Oozing          , Verb           , ଉରୋ ମିନ୍ଦେ 
 0893            , Verb           ," କୁଲା, ତୀସା "
 Open            , Verb           , ବାୟ୍‌ ଦେ 
 Operation       , Noun           , ରୋଗାମ୍‌ ସାୟା 
 Opinion         , Noun           , ଓସରେ ଞେରେ ମାଟା 
 Oppose          , Verb           ," ସିରୋଦାମ୍‌, ତୁଙ୍ଗାନାଦ୍‌ "
 Oppress         , Verb           ," ଭଦାନାଦ୍‌, GIF SQ ପାଲ୍‌ "
 Optimist        , Noun           , ଆଶା ମାଡ଼ାନୋଣ୍ତ 
 Optional        , Adjective      ," ଇଷ୍ଟାମ୍‌ ତେ, PER "
 Or              , Coordinating  , ଇଲୁକ୍‌ 
 Orally          , Adverb         , ଗଟିତେ 
 Orange          , Noun           , ଦେବା କାୟା 
 Orange tree     , Noun           , ଦେବାମାରା 
 Orator          , Noun           ," କେତାନୋର୍‌, ଞେତାନୋଣ୍ଟ, IG "
 orchard      , Noun            , ଗଣ୍ଡା (AG)             
 ordinary     , Adjective       , ମାମୁଲ୍‌                 
 Ore          , Noun            ," ମେଲ୍‌ ତା AID, ଗାଚ୍‌, ଇନୁମ୍‌ "
" organs,senses ", Noun           ," କଣ୍ଡା, ମୋସୋମ୍‌, ନାଲ୍‌ କା, ତଲ୍‌ କା "
 origin       , Noun            , ପୁଟିତ୍‌ (ORR)           
 ornaments    , Noun            ," ସିଂରାମ୍‌, ବାଙ୍ଗାମ୍‌, ନାଗା ଦେ ସୋକ୍‌ ମାଡ଼ାନାଦ୍‌ "
 orphans      , Noun            ," ପରିୟି ପିଲ୍ଲା, ପର୍ମା ପିଲ୍ଲା "
 ostracize    , Verb            , ଏାଟାନାଦ୍‌ (U&UQ)        
 other        , Pronoun         ," ମାଲ୍‌ ଅର୍ତ୍ଣଣ୍ଟ, ମେଣ୍ଡୋର୍ତୁଣ୍ଡ, ଞ୍େର୍‌ "
 otherwise    , Coordinating connective , ଇଲୁକ 
 otorrhoea    , Noun            , କେୱ୍‌ କାଡ଼ିୟାନାଦ୍‌ 
" ought to,should ", Verb         , ଆଦାୱାଲ୍‌ 
 pace         , Noun            , ଆତୂଗୁଲ୍‌                 
 packing luggage , Verb         ," ତତ୍ତାନାଦ୍‌, ଗାଇରିକ "
 paddy        , Noun            , ପାଞ୍ଜି                  
 paddy field  , Noun            , ଏୟା                      
 paddy seedling , Noun          , ଏନ୍‌                    
 padlock      , Noun            , ବେରିୟା ତାଲାମ୍‌             
 pageant      , Noun            , ସୁକ୍‌ କାମ୍‌ ସେଙ୍ଗେ ଇଷ୍ଟାମ୍‌ ତେ କାର୍ଚ୍‌ ମାଡ଼ାନାଦ୍‌ 
 a            , Adjective&Article   , ଅରୋଟ୍‌‌‌‌‌ 
 accordingly  , Adverb         , ଆଦିଙ୍କ୍‌‌ ଲେକେ 
 our          , Pronoun        , ମାନ୍‌‌ 
 our companies, Noun           , ମାନ୍‌‌ 
 our self     , Pronoun        , ଜାଭ୍ତାନର୍‌‌ 
 our selves   , Pronoun        , ମାମେ ଆସ୍‌‌ 
 our          , Pronoun        ," ନିଜେ, ମାନାଡ଼୍‌ "
 our village  , Noun           , ମାନ୍‌ ନାଟେ 
 our          , Pronoun        , ମାନ୍‌ ନାଟେ ନାଟେ 
 out          , Verb           , ବାୟ୍‌ ଦେ 
 outcome      , Noun           ," ପାଣି, ପାଡ଼ିୟ୍‌ ଦିନ୍‌‌ "
 output       , Verb           , ତେୟାର୍‌ ଆଦାନାଦ୍‌‌ 
 outrage      , Noun           , Salm 
 outrun       , Verb           , ଜୀଡ଼ାନାଦ୍‌‌ 
 outset       , Verb           , CR AQ 
 outside      , Adposition     , ବାଇଦେ 
 ovary        , Noun           ," ମୁନ୍ନେଟ୍‌ କ୍‌,/ଆୟାମ୍‌ "
 pail         , Noun           ," ଇସ୍ରେ, ଗିନି, ବିନ୍ଦେକୁଣ୍ଡା "
 pain         , Noun           ," ତୀପ୍‌, ନପ୍‌ "
 pain comes down , Verb      , ନପୁ 
 pain on legs and hands , Noun ," ଆୟ୍‌ କ୍‌ ଟେକ୍‌ କା, ଆଞ୍ଜ୍‌ ତା "
 painted (a kind of) snake , Noun ," ଜେରୁଗୋଡୁ, ଗଡ଼୍‌ "
 pair         , Noun           ," ଜୋଡ଼ା, ଜୋଡ଼, ଜାଭା "
" oven, hearth ", Noun ," ଅଜେଲ୍‌, ଚୁଲ୍ଳୀ "
 over , Preposition , ସେଙ୍ଗେ 
 headache , Noun , ମସର ପୁଣ୍ତ 
 sinuses , Noun ," ନାଲ୍‌ କିନ୍‌ AAl, ଜୁରୀତ୍‌ "
 pairs of bulls ploughs , Noun , ଲାଙ୍କେ 
 overjoy , Adverb , ସାର୍ଦା 
 overload , Verb , ଟିକା 
" over loud, noise ", Noun ," ଗାଟି ଆଦି, ଆଦାନାଦ୍‌ "
 overjoy , Adjective ," ଗାଲ୍‌ ଗାଲ୍‌, କାଲାକାଲା "
 overtake , Verb , ପୟ୍‌ ତାନାଦ୍‌ 
 owing to , Preposition , AER 
 owl bird , Noun , କୁଞ୍ଜୋ ଗୂପ୍‌ ପିଟେ 
 own relation , Adjective ," ସାହା, ସିନୋର୍‌ "
 owner , Noun , ଆଦିକାରି 
 ozena , Noun , ମସର ପୁଣ୍ତ 
 pair of bullock , Noun , ଆର୍‌ କା 
 pale , Adjective ," ଜୁରୀତ୍‌, ସୱକତା "
 palm , Noun ," ଲାବାକାୟ୍‌, କାଲ୍‌ "
" palm fruit, palm stone ", Noun ," ମୁଞ୍ା alg, ମାନ୍ଦାନ୍‌ "
 palm leaf , Noun , ତାଡ଼ ମେଟା 
 palm root      , Noun           , ଏଡ଼ଙ୍ଗା ମାଟି        
 palm tree      , Noun           , ତାଡ଼ା ମାଡ଼ା        
 palm-branch    , Noun           , ତାଡ଼ ବାଲ୍‌ ଗା      
 palmyra leaf   , Noun           ," ପଦାଲା, ରୋଟା        "
 pan            , Noun           , ଏତ୍‌              
 pandal         , Noun           , କୁପି-ପାନ୍ଦିଲ୍‌      
 panic          , Verb           ," ପେଦିରିସାନାଦ୍‌, ଞେର୍‌, ପିସାନାଦ୍‌ "
 pant           , Noun           , ଛେଡ୍‌ ଡି           
 panties        , Noun           , ଡାୟାର୍‌           
 pantry         , Noun           ," ସାମାନ୍‌, ଗାତ୍‌        "
 papaya         , Noun           , ବପଡ଼             
 papaya tree    , Noun           ," ମାଡ଼ା, ବପଡ଼ ମାଡ଼ା "
 paper          , Noun           ," କାଗୋଜ୍‌, ସିଟାକ୍‌      "
 parable        , Noun           , ମେଲ୍‌ ତା ମାଟ୍‌ ଟା ତ୍‌ 
 paradise       , Noun           ," ଶବାଗାଁମ୍‌, ସୁକ୍‌ କାମ୍‌, ଦର୍କାନ୍‌ ପଡ଼ିୟ୍‌ "
 paralysis      , Noun           ," ରୋଗାମ୍‌, ଓାୟ୍‌        "
 paralytic      , Noun           ," କାୟ-କାଲ୍‌ କ୍‌, ରୋଗାମ୍‌ "
 paralyzed      , Verb           ," କାୟ୍‌ କ୍‌ କାଲ୍‌ କ୍‌, ଓାରୋ "
 paralyzed man  , Noun           ," କାୟ୍‌ କାଲ୍‌, ମେଦୁଲୋ ଦୃକ୍କାତୋନ୍‌ "
 parbal vegetables , Noun        , ପଟ୍ଲା            
 pardon         , Noun           , ତାପ୍‌ ଓତୁସିଦାନାଦ୍‌     
 pare           , Verb           ," ସ୍‌ କାନାଦ୍‌, ଗୀଶ୍‌, କାନାଦ୍‌ "
 parents        , Noun           ," ତାଲ୍‌ ଲୁଡ୍‌, ତାପ୍‌  "
 parrot , Noun , ପିଟେ 
 parson , Noun , ପୂଜେର୍‌ 
 part by part , Noun , ମୁକ୍‌ କା ମୁକ୍‌ କା 
